term,subculture,similarity,specificity,contextual_relevance,seed_closeness,subculture_relevance,uniqueness,normalized_specificity,normalized_similarity,normalized_contextual_relevance,normalized_seed_closeness,normalized_subculture_relevance,combined_score,cooccurrence_count,frequency
stunning,furry,0.047959963326265086,1002064201.204002,0.0008877861630732306,0.00016098579730081455,0.0,0.5,0.0023857896488008925,0.030881518346551215,0.024227458447379908,0.0012088540239423838,0.0,0.10298885334299047,,
hey guys,furry,0.013114279647783226,3685393338.759046,0.00014854788193394337,0.00021804287401689458,0.0,0.5,0.008923509324440746,0.006728815234427719,0.0022412630409774288,0.0016489199969321416,0.0,0.10298212784518761,,
cozy,furry,0.009964570083981482,5007969705.774484,0.0007105623712710063,0.0008170129811694341,0.0,0.5,0.012145862265105944,0.004545646705267902,0.01895652346384228,0.006268616240878986,0.0,0.1027825211726469,,
boobs,furry,0.011308461478981477,4697543325.602435,0.0006555446372213977,0.000738040175277173,0.0,0.5,0.011389532888629358,0.005477142559327337,0.017320203102066726,0.005659520110040673,0.0,0.10278233767892848,,
bday,furry,0.01780846436013176,2251744016.713903,0.00021273523832515348,0.0002707840029439595,0.0,0.5,0.005430535894709932,0.009982510893176881,0.004150303463048911,0.002055698218910803,0.0,0.10268237802134135,,
reposted,furry,0.03352692166826267,409233137.27749395,0.0003344411348591363,5.903610497574279e-05,0.0,0.5,0.0009414035477002649,0.020877496804396455,0.007770042445158476,0.00042254331313803443,0.0,0.10264853681396818,,
sonic,furry,0.01645907136875379,4051933846.597021,0.0006755510859667099,0.0005594617481605521,0.0,0.5,0.00981655634445515,0.009047201699560501,0.017915228688166925,0.0042821924618839475,0.0,0.10259941677047939,,
cutie,furry,0.013784617482997079,3797161284.526451,0.0005586800812128443,0.0005755118617083747,0.0,0.5,0.009195823103590184,0.007193448698593091,0.014439287556031575,0.004405982695129951,0.0,0.10257574884368634,,
comics,furry,0.014469548333176305,4508451130.761139,0.0007133966181765922,0.0005956489324227799,0.0,0.5,0.01092882467903183,0.00766819706712428,0.019040818755206475,0.004561294535958993,0.0,0.10257223625434411,,
youuu,furry,0.02408721620805276,1122499731.0632062,0.00018289228561339606,9.500034582221772e-05,0.0,0.5,0.002679221312545303,0.014334522772088009,0.0032627236304494426,0.0006999258842728376,0.0,0.10253473178634552,,
request,furry,0.023314947354969043,2724056902.4648423,0.0006280357701965933,0.00041380171598812463,0.0,0.5,0.006581288965965923,0.013799237526908864,0.016502042921178944,0.0031587555900188698,0.0,0.10252562802761633,,
yessss,furry,0.01404769214451729,2351248204.2910576,0.00020373233638976298,0.0003211036551135598,0.0,0.5,0.005672969994883145,0.007375794502298579,0.0038825419493038207,0.0024438002382748732,0.0,0.10246365903895976,,
nooo,furry,0.026185122671815584,374166577.02106863,0.00018289228561339606,5.3470217089081386e-05,0.0,0.5,0.0008559666410842051,0.01578865156588058,0.0032627236304494426,0.0003796151084460252,0.0,0.1023081224771655,,
outfit,furry,0.007661560386664545,3938084215.350991,0.0006081960418574921,0.0007475424359524426,0.0,0.5,0.009539170702923412,0.002949354033932353,0.01591197588162958,0.005732808505281685,0.0,0.102192241783832,,
bestie,furry,0.020215243782744943,1654342876.171732,0.00037228666706901856,0.00024415434061454634,0.0,0.5,0.003975015162605139,0.011650729814840374,0.008895632512198024,0.0018503107553767785,0.0,0.10211562694237147,,
hahaha,furry,0.03689903362783134,710293586.2683921,0.000770748437913154,0.00014394917229722996,0.0,0.5,0.00167491357201214,0.023214819836189858,0.02074655876869372,0.0010774550916772263,0.0,0.10201191358588085,,
horse,furry,0.0055513351843340065,4035039119.636628,0.0004918251983222592,0.000553840068813782,0.0,0.5,0.009775393675545975,0.001486686712438985,0.012450910389146733,0.004238833952581357,0.0,0.10199269919120572,,
happy caturday,furry,0.007711717110084857,3212102574.195307,0.0002982628067113633,0.00031373816796205576,0.0,0.5,0.0077703737286314465,0.002984119328280581,0.006694037843627276,0.0023869922057498435,0.0,0.10192903691204312,,
tag,furry,0.02153598431527081,3162853454.075274,0.0010601750630953378,0.0007341466092114878,0.0,0.5,0.007650382134193627,0.012566179035598351,0.029354595580943315,0.005629490076297062,0.0,0.1018869162431584,,
hug,furry,0.006734306831547097,3165507987.190969,0.00045397966611237687,0.0005714877355918373,0.0,0.5,0.0076568496946345845,0.0023066437334814905,0.011325320322107183,0.0043749456866319595,0.0,0.1018385708883964,,
hugs,furry,0.010181138620438493,3240808685.409543,0.00054901029765261,0.0005062635766215711,0.0,0.5,0.007840313903122087,0.004695757565847842,0.014151691856083145,0.003871889192474072,0.0,0.1018252295280118,,
santa,furry,0.01418082915592025,3187209567.0135098,0.0007944227355951068,0.000671080086719017,0.0,0.5,0.0077097238811861335,0.0074680761960464,0.021450672378912294,0.005143074855239863,0.0,0.10180285768156291,,
boom,furry,0.025179260127924454,233216374.73578066,0.0002934279149312462,1.1188310453238457e-05,0.0,0.5,0.0005125525969891237,0.015091454759000018,0.00655023999365306,5.3506070716083406e-05,0.0,0.10172458125156154,,
alt,furry,0.02806674335119586,2632767061.1600676,0.0010916852198692044,0.00047485782029608813,0.0,0.5,0.006358868472210142,0.017092865483966747,0.030291760879051135,0.0036296649932984785,0.0,0.10171394367745654,,
nude,furry,0.012817237341136508,3713778127.5481577,0.0007739161256311618,0.0005281467662529475,0.0,0.5,0.008992666622201299,0.006522925325353876,0.020840771153159587,0.004040668381516141,0.0,0.10170306210330642,,
size,furry,0.007731723567971323,4946860370.661607,0.0010651766752816658,0.0009310220682140092,0.0,0.5,0.011996974192844801,0.0029979864701084056,0.02950335197746837,0.007147937837910708,0.0,0.10168574207081608,,
stuffed,furry,0.009588420989670032,3571166003.1053004,0.0006131976540438201,0.00047942313696115236,0.0,0.5,0.008645203435927996,0.004284925248784934,0.01606073227815463,0.0036648760597576832,0.0,0.10168192526162731,,
day happy,furry,0.015252230527078052,1031308166.148172,0.0001327094433439045,5.91353752355113e-05,0.0,0.5,0.0024570402614571643,0.008210700145407345,0.0017702011186481012,0.0004233089581021351,0.0,0.10165182020176326,,
memes,furry,0.008299713779077242,3694819815.7863107,0.0006111970091692889,0.0004812538520610776,0.0,0.5,0.008946476191781244,0.0033916793896106613,0.016001229719544607,0.003678995875704872,0.0,0.1016176731437696,,
friday sale,furry,0.009087614224063019,3091751169.340046,0.0005533450282140944,0.0005017472736125498,0.0,0.5,0.00747714702882001,0.003937799411396973,0.014280614066404856,0.0038370561552353907,0.0,0.1016173019496419,,
pet,furry,0.009154950474942579,3816177073.7467413,0.0007710818787255759,0.0006221636245639389,0.0,0.5,0.009242153573301621,0.003984472408006357,0.020756475861795392,0.004765795265179399,0.0,0.1015619028059766,,
pics,furry,0.010665043042788864,4349036103.215575,0.0012430673487087338,0.0011179805487622852,0.0,0.5,0.010540422545431877,0.00503116782657088,0.03479412114720933,0.008589898596968962,0.0,0.10153082221759331,,
post character,furry,0.010810358086531892,1538746874.1595578,0.00017789067342706798,0.00017581780832759696,0.0,0.5,0.0036933746265250616,0.005131890519850047,0.003113967233924392,0.0013232493582209857,0.0,0.10152787411944532,,
male,furry,0.006787291079262779,4355022947.201857,0.0008799503039813167,0.0007539930199726021,0.0,0.5,0.010555009018323444,0.002343368879026169,0.02399440675949066,0.005782560134642389,0.0,0.10150870649323016,,
mask,furry,0.006190999204416203,3116438202.0918927,0.0005270032040327665,0.0005513644602673448,0.0,0.5,0.0075372950358222265,0.0019300591344326226,0.013497163711372924,0.004219740245955783,0.0,0.10150218656768101,,
boo,furry,0.014773552715072694,1004800021.4156028,0.0002724211437486683,0.00018881142337526133,0.0,0.5,0.0023924552588358555,0.00787891262226956,0.005925463128247847,0.0014234656359854107,0.0,0.10142364804127918,,
fcf,furry,0.020037790479775372,2110574737.4729092,0.0007457403769815137,0.00034547197885103937,0.0,0.5,0.0050865880869018,0.011527731024446819,0.020002776786068467,0.002631746602036639,0.0,0.10140413624294971,,
gifs,furry,0.017410906397284483,1790172074.1802807,0.0005351725039371024,0.0002116739797292002,0.0,0.5,0.004305952283928987,0.00970695023736916,0.013740132492363841,0.0015997984186302994,0.0,0.10134316934781236,,
colors,furry,0.009675921742531795,3186101501.1409645,0.0007517423116051074,0.00059348670108927,0.0,0.5,0.007707024166136103,0.004345574932845015,0.02018128446189853,0.004544617823965058,0.0,0.10131126708295539,,
gif,furry,0.02315830731064034,2157188570.002756,0.0009199632014719411,0.0003571065009758368,0.0,0.5,0.005200159011102712,0.013690665098798424,0.025184457931691065,0.0027214805595717774,0.0,0.10125555591376414,,
legs,furry,0.005534375076714315,2870355913.6683083,0.0006437074883804213,0.0006685779623841916,0.0,0.5,0.006937734960862788,0.0014749310973714855,0.016968146296957438,0.00512377663943001,0.0,0.10119291618694005,,
character love,furry,0.009680382799344049,1163877296.9355388,0.00017639018977116957,0.00013431188134293014,0.0,0.5,0.002780034486280716,0.004348667039797108,0.003069340314966877,0.0010031252440074433,0.0,0.10115215423273088,,
dancing,furry,0.007850142602118316,2256829552.2521844,0.0004851563820738218,0.00041947223956441285,0.0,0.5,0.005442926400699101,0.0030800666439677275,0.012252568527113332,0.0032024908218005106,0.0,0.1011259611294738,,
cringe,furry,0.0077107566992598445,1952884680.9098282,0.00038545757915968247,0.00034569025057059883,0.0,0.5,0.004702388708966164,0.002983453635572806,0.00928735768971399,0.0026334300734335713,0.0,0.10111761753651616,,
cock,furry,0.015537165384179152,4301634769.419893,0.0012885820196043192,0.0007042713467895146,0.0,0.5,0.010424932936546264,0.008408197978233854,0.036147804355587294,0.005399070167273843,0.0,0.10108120339030408,,
teeth,furry,0.0054308128820548685,2371749342.045579,0.0004616488047980799,0.0004370498249198172,0.0,0.5,0.00572291939907471,0.0014031486934350645,0.011553413463445595,0.003338062036581245,0.0,0.10103423034663096,,
wrestling,furry,0.008435572371743175,1732714632.0279462,0.0003554479060417141,0.0002541140696808618,0.0,0.5,0.004165961760659253,0.003485847501913119,0.008394819310563687,0.00192712748196956,0.0,0.10099836941685483,,
cheers,furry,0.026141510854494166,593294483.4151342,0.0006920564061815925,7.804128737893348e-05,0.0,0.5,0.0013898544914653114,0.015758422763780915,0.018406124796699595,0.0005691252021423636,0.0,0.10094340313372584,,
ikea product,furry,0.009642852262756666,1233541020.1297774,0.00022190486066675491,7.324400745453377e-05,0.0,0.5,0.0029497646499908174,0.004322653375774969,0.004423023523344838,0.0005321250651016899,0.0,0.10092907985030536,,
stuffing,furry,0.015568583034717726,2523795443.8346863,0.0008947884201340899,0.0004653637400265168,0.0,0.5,0.006093367726623792,0.00842997459748289,0.02443571740251498,0.003556439691338795,0.0,0.1009287079175304,,
manga,furry,0.008167737006164352,2455255044.847513,0.0004738193944514782,0.00022415531886759107,0.0,0.5,0.005926374453691595,0.003300201895776048,0.011915387361656551,0.00169606364931295,0.0,0.10091278235126733,,
baby,furry,0.06901162133634214,1967548774.2494748,0.0027128744498643395,0.0005028604696239919,0.0,0.5,0.004738116615099729,0.045473123167016585,0.07850866753937086,0.0038456419383511515,0.0,0.10087913552872313,,
umlaut,furry,0.009813465153266025,1156227566.3139813,0.00023674297681952817,7.178674921401482e-05,0.0,0.5,0.0027613965213371125,0.004440910848625717,0.004864334166369154,0.000520885622031334,0.0,0.10086220392043221,,
streaming,furry,0.016731699639586147,2623433049.745422,0.0009651444315551046,0.0004443093905224264,0.0,0.5,0.006336126890037416,0.009236169427849092,0.026528224046967357,0.0033940531245280074,0.0,0.10084834166862013,,
drake,furry,0.011850199531497855,957343010.7627538,0.0002859254966517541,7.493785811890065e-05,0.0,0.5,0.0022768299976817655,0.005852639233971377,0.006327105398865484,0.0005451892822613448,0.0,0.10083684866531085,,
yuri,furry,0.004936955041138215,1857288569.0077126,0.00022107125863570024,9.674457056630027e-05,0.0,0.5,0.00446947632675032,0.0010608393870281964,0.004398230790590662,0.0007133786232369629,0.0,0.10079154275015446,,
trans people,furry,0.007955229255916534,1509741043.5884674,0.0003626168835087843,0.00023423313261032287,0.0,0.5,0.0036227042094752623,0.0031529057012711784,0.008608036812249593,0.0017737911314335852,0.0,0.10078012079871917,,
gobble,furry,0.013378148067705925,740235975.5096283,0.00036978586097585455,0.00013810281354200563,0.0,0.5,0.0017478658403486521,0.006911711218500309,0.0088212543139355,0.0010323636901869721,0.0,0.10076229534199797,,
streams,furry,0.007426385192969658,1694563127.6913326,0.000363450485539839,0.00019268040162375287,0.0,0.5,0.00407300863125523,0.002786346279943116,0.008632829545003768,0.001453306030470935,0.0,0.10073259722135988,,
meme,furry,0.012643013409058372,3366556446.4576263,0.00105700737537733,0.0005569397181635221,0.0,0.5,0.008146688398917556,0.006402164919406999,0.02926038319647745,0.004262740719025212,0.0,0.10072930927780313,,
smell,furry,0.007315325682032736,2329013442.544165,0.0006170322233866717,0.00041552429243962494,0.0,0.5,0.005618796752651567,0.00270936723656468,0.016174778848823835,0.0031720413614920707,0.0,0.10070569689150566,,
ikea,furry,0.012174751606797703,821743415.811639,0.0003331073716094488,6.383110538683139e-05,0.0,0.5,0.0019464522860871093,0.006077597079295028,0.007730374072751796,0.0004595258689021876,0.0,0.10064277407906205,,
qatargp,furry,0.011032267762321659,330217828.9242651,0.00020723346492019262,4.280089025851738e-05,0.0,0.5,0.0007488889847762606,0.005285703501868465,0.003986671426871357,0.00029732544407710634,0.0,0.10061829754056768,,
emoji,furry,0.010341651159743894,580156587.1785438,0.0002359093747884735,5.566519857119339e-05,0.0,0.5,0.001357845044126051,0.004807014149113288,0.00483954143361498,0.0003965444135772132,0.0,0.10060780309122502,,
linux,furry,0.006793740544610309,1289945960.641341,0.0002652521662815981,9.683984203988324e-05,0.0,0.5,0.0030871908360761164,0.0023478392181134466,0.005712245626561941,0.0007141134266326763,0.0,0.10057691784393423,,
dms,furry,0.016626140376999315,1470856543.8937635,0.0007444066137318262,0.00022115057536087397,0.0,0.5,0.0035279651947291582,0.009163002789664608,0.01996310841366179,0.0016728888662540858,0.0,0.10050195483259289,,
tattoo,furry,0.009108395251171688,1238459471.1645253,0.00038679134240936995,0.00012801784621482235,0.0,0.5,0.002961748067773416,0.003952203432932375,0.00932702606212067,0.0009545810343826645,0.0,0.10049112278087816,,
bsky,furry,0.018427190537220445,2934913027.522492,0.0012824133645745145,0.0005703436123715255,0.0,0.5,0.00709502327392884,0.010411370599326094,0.035964338133206396,0.0043661213702255635,0.0,0.10047580677392044,,
dogs,furry,0.019761187180997546,3106610636.1748934,0.0014097877549196691,0.0006393865961086416,0.0,0.5,0.007513350947055779,0.011336008071990002,0.03975266769804435,0.004898631438478452,0.0,0.10045246249002485,,
taylor swift,furry,0.008565084606255336,565372988.7912805,0.0002420780298182781,6.155141129825338e-05,0.0,0.5,0.0013218259733752916,0.003575616742155967,0.005023007655995875,0.0004419431980934262,0.0,0.10040889273992223,,
angel,furry,0.0037864183800144845,2302156030.777443,0.000505329551225345,0.0002800966143026642,0.0,0.5,0.005553360788465657,0.0002633641343645363,0.012852552659764371,0.0021275238996942155,0.0,0.10039680248679494,,
viktor,furry,0.0049192369431589784,918256769.1891227,0.00022357206472886428,0.00013333828910650104,0.0,0.5,0.0021815994547691,0.0010485583836146147,0.004472608988853188,0.0009956161874718024,0.0,0.10039524679647865,,
bbc,furry,0.005382589784743258,3190346805.706917,0.0007507419891678418,0.00032727522671893337,0.0,0.5,0.00771736751567212,0.00136972365969886,0.020151533182593523,0.002491399919501256,0.0,0.10035662871370522,,
wildlife,furry,0.007085504371222016,1000635883.4278239,0.00034194355313862837,0.00014658427729641484,0.0,0.5,0.002382309665261902,0.0025500704369935427,0.00799317703994605,0.0010977789517860575,0.0,0.10033409953255332,,
dance,furry,0.016530245872542346,1385132440.7092102,0.000889286646729129,0.00037431127373810066,0.0,0.5,0.0033191051826559135,0.009096535117008106,0.02427208536633742,0.002854176370529081,0.0,0.10031463686008094,,
daddy,furry,0.010626231589399335,2295826106.0127454,0.0008346023534919422,0.00036241649373518106,0.0,0.5,0.005537938426333372,0.005004266316480947,0.022645682097663537,0.002762435113585072,0.0,0.10028426820136874,,
wtf,furry,0.035962833979174914,439113053.21939695,0.0012467351976453744,0.00010071795036886942,0.0,0.5,0.0010142036047733369,0.022565908700557975,0.0349032091713277,0.0007440242389872466,0.0,0.1002834121686524,,
shoes,furry,0.00922564974353752,1233850332.2330263,0.0004991608961955403,0.00017826333550902124,0.0,0.5,0.0029505182645195092,0.00403347642412421,0.012669086437383473,0.001342111055323373,0.0,0.10026374423661503,,
kendrick,furry,0.01247308090254008,197431861.95226598,0.0003466117245125345,1.0840108401084012e-05,0.0,0.5,0.00042536645570153786,0.0062843790433454,0.00813201634336943,5.0820481413272315e-05,0.0,0.10022723363365849,,
nigga,furry,0.010659499083555363,218562741.38675186,0.00031310092286413653,4.529600942156996e-05,0.0,0.5,0.0004768501757971976,0.005027325123908824,0.007135348486651592,0.00031656963087058564,0.0,0.10021507636279825,,
disabled,furry,0.00606165714727483,1771136539.4756553,0.0006181992662301482,0.00036128424212932984,0.0,0.5,0.0042595737059032785,0.0018404078497894112,0.01620948867467968,0.0027537023597659876,0.0,0.10019545264112259,,
autistic,furry,0.006905209741592095,1319809840.726248,0.0004148003706528071,0.00011547779801916788,0.0,0.5,0.0031599518230491655,0.00242510222852499,0.010160061882660954,0.0008578629964428779,0.0,0.10019421525973321,,
languages,furry,0.008461414171458945,271110169.6208888,0.0002524146950033561,3.5900197451085984e-05,0.0,0.5,0.0006048778376529521,0.0035037593133781172,0.005330437542147647,0.00024410224602024037,0.0,0.1001745212718276,,
shirt,furry,0.01139922379927786,1599457961.848435,0.0006845539879021005,0.00020763350042390954,0.0,0.5,0.0038412924003672676,0.00554005294432976,0.018182990201912018,0.0015686352823610589,0.0,0.10017312622212199,,
nov,furry,0.06981506437303743,199404996.62248805,0.002402274333093367,5.35531365889161e-05,0.0,0.5,0.00043017384260598293,0.046030016276414454,0.06927089531516523,0.00038025464437171176,0.0,0.10015851133955977,,
pls,furry,0.011276067473150759,1941264249.1693645,0.0008812840672310042,0.00042232262951758843,0.0,0.5,0.0046740764441136,0.005454689195729685,0.024034075131897342,0.0032244751171822427,0.0,0.10015572993428801,,
adhd,furry,0.007718700937006771,1071699393.183698,0.0004469774090515176,0.000163931749850358,0.0,0.5,0.0025554502984584406,0.0029889600511600004,0.011117061366972112,0.001231575368072009,0.0,0.10015562177268648,,
duck,furry,0.005535773421448324,972656025.4469055,0.00035178005710507354,0.00014653358979726866,0.0,0.5,0.0023141389494584228,0.0014759003366471603,0.008285731286445316,0.0010973880126613426,0.0,0.10012998671490958,,
happy saturday,furry,0.011462715626789991,358951335.1718451,0.00038128956900440906,2.1251049270557734e-05,0.0,0.5,0.0008188959051036299,0.0055840612431508185,0.009163394025943114,0.0001311172839687495,0.0,0.10011782828589123,,
lock screen,furry,0.008476941437564669,441118567.57311195,0.00031026667595855065,4.564664318045905e-05,0.0,0.5,0.0010190898822212116,0.0035145217783036104,0.007051053195287397,0.00031927397527708936,0.0,0.10010570941748032,,
wwe,furry,0.007028417588379588,312612926.056663,0.00021890389335495807,1.1715638033647312e-05,0.0,0.5,0.0007059960283161663,0.0025105016878095255,0.004333769685429806,5.757320731180665e-05,0.0,0.10009879079211964,,
batman,furry,0.007887811817590072,444943984.8016536,0.00030759914945917565,5.700704400965801e-05,0.0,0.5,0.0010284102093970856,0.003106176430940218,0.006971716450474036,0.000406893708572086,0.0,0.10007616028861609,,
day parade,furry,0.008246630924700982,705259198.7369661,0.0003881251056590574,8.80093668742931e-05,0.0,0.5,0.0016626476841050796,0.0033548858965076504,0.00936669443452735,0.000646006333361069,0.0,0.10006059456118471,,
wearing,furry,0.010676200162870832,2693466835.6272144,0.0011687100475386567,0.0006556838099567374,0.0,0.5,0.00650675868228044,0.005038901197837534,0.03258260938553691,0.005024327490254326,0.0,0.10005500785014161,,
blanket,furry,0.005853296145500212,1021470403.912683,0.00040196289937456507,0.0001506627240025538,0.0,0.5,0.0024330713301654087,0.001695985904665841,0.009778253798246659,0.0011292349204637885,0.0,0.10004549550202424,,
anxiety,furry,0.00798343931523841,1569040124.917125,0.0006542108739717102,0.0002806340197852767,0.0,0.5,0.0037671817412561655,0.0031724590322909805,0.017280534729660044,0.0021316687644543347,0.0,0.10003416892124245,,
happy friday,furry,0.017853544946310203,397444589.5155873,0.0006887219980573738,9.549356595777532e-05,0.0,0.5,0.0009126816814291516,0.01001375774785578,0.018306953865682894,0.0007037299592683433,0.0,0.10002983710171298,,
marvel,furry,0.008237568122704597,807040626.4373496,0.00042396999299440855,9.389542683228613e-05,0.0,0.5,0.0019106301001190233,0.003348604166810443,0.010432781942956881,0.000691403939610326,0.0,0.10001398943565228,,
macys,furry,0.013305909736945759,918028847.9466926,0.0006708829145928038,0.00017317328580088685,0.0,0.5,0.0021810441426494366,0.006861640427171765,0.017776389384743546,0.001302852863241038,0.0,0.10001352916994156,,
awake,furry,0.011809251572542406,629155248.230228,0.000543841965060071,0.00010778580782047788,0.0,0.5,0.0014772264148100386,0.005824256840765266,0.01399797691300726,0.0007985367332370339,0.0,0.09996892030108533,,
xmas,furry,0.00793172657904931,1648851208.0650966,0.0006640473779381553,0.00023242808635175454,0.0,0.5,0.003961635146665109,0.003136615213704572,0.01757308897615931,0.0017598692923947385,0.0,0.09994547773687147,,
hole,furry,0.007801522262288277,3195740587.6920652,0.0010706784486866267,0.0004666177223672967,0.0,0.5,0.007730509039802307,0.0030463662682207408,0.02966698401364593,0.003566111321759913,0.0,0.09992788617726896,,
christians,furry,0.008770929941694544,212234142.77159008,0.0003224372656119489,1.0995656715597339e-05,0.0,0.5,0.0004614310447235979,0.0037182949952145753,0.007413027093498352,5.2020183962245224e-05,0.0,0.09992173279486764,,
gender,furry,0.014008130924943277,1429070872.8023915,0.0008619445001105357,0.00025094567416176713,0.0,0.5,0.0034261577048351707,0.00734837330431202,0.02345888373200048,0.0019026904947074027,0.0,0.09991727178709066,,
cis,furry,0.006638242640047989,458103596.018878,0.0002987629679299961,2.2306988779584644e-05,0.0,0.5,0.001060472563572917,0.002240058445088458,0.006708913483279779,0.00013926146299443896,0.0,0.09991202729689849,,
skeet,furry,0.01126713812516748,304270473.06743944,0.0004498116559571035,3.9431773550717455e-05,0.0,0.5,0.0006856702999933103,0.005448499967450655,0.011201356658336308,0.00027134034796866545,0.0,0.0999021084762748,,
color,furry,0.012379600979657736,3038575662.2608204,0.0013512688923396309,0.0006691035390380103,0.0,0.5,0.007347589102426104,0.006219584997541796,0.03801221785870126,0.005127830271597223,0.0,0.09988319135214568,,
fish,furry,0.010141492287241443,1295772631.19064,0.0006865546327766317,0.00020190399698689543,0.0,0.5,0.003101387059029344,0.004668277372776354,0.018242492760522037,0.0015244451546876025,0.0,0.09987738103034201,,
podcasts,furry,0.005951426370382638,252746802.84513196,0.00027075393968655897,3.732318142798492e-05,0.0,0.5,0.0005601369437385192,0.0017640032295597923,0.005875877662739497,0.0002550773408618306,0.0,0.09985280944212319,,
sir,furry,0.02724604225369669,444565441.6346244,0.001077513985341275,8.210655183724086e-05,0.0,0.5,0.0010274879188452001,0.016524010238232766,0.029870284422230154,0.0006004794996681171,0.0,0.09984719055219798,,
irish,furry,0.00792743455820237,1318653552.1844447,0.0005708506708662426,0.00012042902251797892,0.0,0.5,0.0031571346172712144,0.0031336402712059917,0.014801261454242534,0.0008960504668140325,0.0,0.0998453594354144,,
birds,furry,0.019866826933414575,1182505851.5172362,0.001041669098005924,0.00022726969902701408,0.0,0.5,0.0028254214893557333,0.011409230500354707,0.02880419691380063,0.0017200840305521842,0.0,0.09982607018918234,,
gym,furry,0.013590775177221171,771361807.0682771,0.0007097287692399516,0.0001382834666274195,0.0,0.5,0.0018237014724944145,0.007059090144886019,0.018931730731088104,0.0010337570191197153,0.0,0.09978886999790292,,
knight,furry,0.009675298618509732,638551466.7364933,0.0005358393855619462,0.00011291922164551719,0.0,0.5,0.0015001195596521192,0.004345143024846142,0.013759966678567178,0.0008381293811554707,0.0,0.0997853310430895,,
taylor,furry,0.015933372463049298,215069895.16349146,0.0006363717905071402,3.349157359282592e-05,0.0,0.5,0.0004683401316292277,0.00868282229139611,0.016749970248720696,0.00022552517437975024,0.0,0.09977747563875813,,
swift,furry,0.005995559224378735,563561803.3093799,0.00036428408757089366,5.906143160516462e-05,0.0,0.5,0.0013174131628871815,0.0017945931795201276,0.008657622277757942,0.000422738650657244,0.0,0.09977259404439398,,
sunset,furry,0.008035123689986035,501581497.9255362,0.00040929859724784623,3.1375502008032126e-05,0.0,0.5,0.0011664030402976974,0.0032082831926183615,0.009996429846483398,0.00020920448018239357,0.0,0.09976718122234955,,
nap,furry,0.01355482936516932,441355799.1802843,0.0006201999111046794,6.474626118424843e-05,0.0,0.5,0.0010196678783097972,0.007034174906183192,0.0162689912332897,0.0004665842208123556,0.0,0.09974880674346356,,
accurate,furry,0.015458016894349707,708607520.5718797,0.0007725823623814743,0.0001252802936132419,0.0,0.5,0.0016708056060066897,0.00835333752566641,0.02080110278075291,0.0009334670233158193,0.0,0.09974041822780498,,
wear,furry,0.013946104510148206,2180250929.580585,0.0011927177860330312,0.0004773498306892192,0.0,0.5,0.0052563486301354465,0.007305380731817888,0.03329664008885715,0.0036488852029809833,0.0,0.09972963412765931,,
starter pack,furry,0.01594808551370487,623530022.1224915,0.00076824763181999,0.00010378811141235028,0.0,0.5,0.001463520995340707,0.008693020396493906,0.020672180570431197,0.0007677035700114715,0.0,0.09972136509400199,,
religion,furry,0.015375392129965916,312851293.3457352,0.0006562115188462414,3.936433259601391e-05,0.0,0.5,0.000706576791404073,0.008296067551505932,0.017340037288270063,0.0002708201939218913,0.0,0.09971942681066016,,
gross,furry,0.009021960311510029,806180199.8837427,0.0005941915277357735,0.00014726544451270165,0.0,0.5,0.0019085337387259203,0.0038922924994743086,0.015495457971359436,0.0011030326123494193,0.0,0.09969176297861775,,
iphone,furry,0.006152894875727359,203803792.04410884,0.00033577489810882375,3.8208772734219776e-05,0.0,0.5,0.000440891160498356,0.0019036477560076745,0.007809710817565155,0.00026190766975843315,0.0,0.0996582312311839,,
autism,furry,0.006370174721026563,200127176.6855648,0.00034194355313862837,3.664614482556435e-05,0.0,0.5,0.0004319333773353056,0.002054251648420339,0.00799317703994605,0.0002498555386185004,0.0,0.09965767060339013,,
mario,furry,0.004937636557220248,1262568082.713097,0.0005420080405917507,0.000132699285709904,0.0,0.5,0.0030204867971627856,0.0010613117685072731,0.013943432900948073,0.0009906877251731373,0.0,0.09961662276590712,,
jealous,furry,0.009814920170552908,384086914.4981964,0.0005345056223122587,7.696952731501135e-05,0.0,0.5,0.0008801367604353857,0.004441919369533997,0.0137202983061605,0.0005608590034079209,0.0,0.09961050017775311,,
trees,furry,0.00784715339909625,882474374.1047041,0.0006203666315108904,0.00018715903650446034,0.0,0.5,0.0020944184730882338,0.003077994727864718,0.016273949779840535,0.0014107212179761788,0.0,0.09960586823030736,,
concert,furry,0.006357592016632363,463274116.0211482,0.0004431428397086661,8.484844480005228e-05,0.0,0.5,0.0010730701275016314,0.00204553015721974,0.011003014796302907,0.0006216269867803219,0.0,0.09957654881614808,,
mood,furry,0.013973326586001625,1784058645.3991468,0.0010740128568108454,0.00031071910423830494,0.0,0.5,0.004291057397174819,0.007324249258613054,0.029766154944662625,0.0023637069746868917,0.0,0.09957116011743239,,
moon,furry,0.010488399424738074,1630872336.8295636,0.0009231308891899489,0.00029437445328760284,0.0,0.5,0.00391783104579009,0.004908730255742942,0.02527867031615693,0.002237645053225507,0.0,0.09955141997921013,,
beer,furry,0.007772925707052399,902855962.0067619,0.0006063621173891718,0.00012139344269303893,0.0,0.5,0.00214407660349913,0.0030265450440193596,0.015857431869570393,0.0009034887816933704,0.0,0.09952292608576904,,
