term,subculture,similarity,specificity,contextual_relevance,seed_closeness,subculture_relevance,uniqueness,normalized_specificity,normalized_similarity,normalized_contextual_relevance,normalized_seed_closeness,normalized_subculture_relevance,combined_score,cooccurrence_count,frequency
blacksky,weeb,0.022836980459366624,5536847379.971198,0.00105700737537733,0.0019296001032161442,0.0,0.5,0.013091482316366664,0.013467942763591092,0.030846229245255,0.007106171107908762,0.0,0.1033304077302637,,
bunny,weeb,0.007692186562925807,5681746734.352915,0.0003971280075944479,0.0014326956421301343,0.0,0.5,0.013434086546781817,0.0029705820560174696,0.011252363837981802,0.005276212600508723,0.0,0.103326221384088,,
hehe,weeb,0.045866815121199216,2084945633.2717988,0.0009131276648172928,0.0006259042737262074,0.0,0.5,0.004929705844394366,0.029430687660228667,0.026573994316887953,0.0023050283107139604,0.0,0.10331940196390287,,
completed,weeb,0.0332888088314606,1605828224.5410967,0.00035127989588644074,0.0003182014593259197,0.0,0.5,0.003796866765869136,0.020712452872197258,0.009890991178305166,0.0011718459244417691,0.0,0.10317010364728334,,
stunning,weeb,0.047959963326265086,1429639711.766234,0.0008877861630732306,0.00043607127498777263,0.0,0.5,0.0033802815430792215,0.030881518346551215,0.025821526519539412,0.0016059270986470999,0.0,0.10312761318330636,,
onlyfans,weeb,0.012374578118977953,5067183318.488912,0.0008070934864671379,0.002029564014423487,0.0,0.5,0.011980995005885607,0.006216103485630831,0.02342551063850853,0.007474309903336472,0.0,0.10285464093600502,,
lmfao,weeb,0.041899341471223775,821917104.4603959,0.0006005269031717891,0.00018399185894001655,0.0,0.5,0.0019433646080774828,0.026680699625635892,0.017291908000910884,0.0006775899472179459,0.0,0.10283098455217429,,
grian,weeb,0.011520117773867885,3880117446.9426956,1.817252427699195e-05,9.633911368015414e-05,0.0,0.5,0.009174262076615213,0.005623848581782574,0.0,0.00035478969194414656,0.0,0.10276712712557647,,
handsome,weeb,0.03820199159155701,1344429335.6408205,0.0006293695334462808,0.00033416464411322236,0.0,0.5,0.0031788076617054848,0.024117943366662488,0.018148335164998367,0.0012306338164701064,0.0,0.10274627797495817,,
adorable,weeb,0.05116687869019073,1283176852.4087074,0.0010990209177424856,0.0003937069434929433,0.0,0.5,0.003033980516213364,0.03310433811973404,0.03209374164612232,0.0014499112547566191,0.0,0.10272555047027972,,
gifs,weeb,0.017410906397284483,4347930420.653356,0.0005351725039371024,0.0007187681278589884,0.0,0.5,0.010280372621553489,0.00970695023736916,0.015351333155117277,0.0026470196052353115,0.0,0.10263873864571318,,
batman,weeb,0.007887811817590072,4584661154.919309,0.00030759914945917565,0.0009064796813690859,0.0,0.5,0.010840105626402783,0.003106176430940218,0.008593974317085968,0.0033383081348901562,0.0,0.10260912719193555,,
character love,weeb,0.009680382799344049,3997494227.4524107,0.00017639018977116957,0.0004682141210996352,0.0,0.5,0.009451791136194055,0.004348667039797108,0.004697973287393194,0.0017243001045281479,0.0,0.10250393598060109,,
reposted,weeb,0.03352692166826267,421669992.5987886,0.0003344411348591363,4.6816479400749066e-05,0.0,0.5,0.0009970087438961012,0.020877496804396455,0.009390996128751201,0.0001724118446807229,0.0,0.10243502961773376,,
twitch,weeb,0.023400025925013206,3582815465.657134,0.0008659457898595981,0.0012618095193808075,0.0,0.5,0.008471312660906206,0.01385820831544155,0.025173018088929817,0.00464688737078894,0.0,0.10241741381330173,,
awww,weeb,0.03437402438576356,200158546.60690486,0.00035228021832370634,2.3173896922506487e-05,0.0,0.5,0.00047326066505874655,0.021464651891667894,0.009920693854516292,8.534290420792179e-05,0.0,0.1023436162573623,,
nooo,weeb,0.026185122671815584,771075474.54645,0.00018289228561339606,8.906730125375577e-05,0.0,0.5,0.0018231531857143936,0.01578865156588058,0.004891040682765517,0.00032800966468332936,0.0,0.10232582671991926,,
sonic,weeb,0.01645907136875379,3653190356.6339006,0.0006755510859667099,0.0010447061274208912,0.0,0.5,0.008637709091494358,0.009047201699560501,0.01951960871674538,0.0038473570179437346,0.0,0.10209450045604435,,
hahaha,weeb,0.03689903362783134,914849825.1427879,0.000770748437913154,0.0002535674919869306,0.0,0.5,0.002163097424594399,0.023214819836189858,0.022346313402837596,0.0009338173139911848,0.0,0.1019136654485614,,
bestie,weeb,0.020215243782744943,1704619408.3695898,0.00037228666706901856,0.0003384248018861605,0.0,0.5,0.004030451502335246,0.011650729814840374,0.010514747378738823,0.0012463227719333278,0.0,0.10181380572780256,,
tattoo,weeb,0.009108395251171688,3463691971.618118,0.00038679134240936995,0.0006966495867056812,0.0,0.5,0.00818965362126627,0.003952203432932375,0.01094543618380016,0.0025655632776621804,0.0,0.10177760844022864,,
post character,weeb,0.010810358086531892,2378265555.5027804,0.00017789067342706798,0.0003197090103297325,0.0,0.5,0.005623239964336989,0.005131890519850047,0.004742527301709884,0.001177397808155466,0.0,0.10171452829271278,,
bday,weeb,0.01780846436013176,1325814828.3030913,0.00021273523832515348,0.00017172841857489586,0.0,0.5,0.0031347949813991284,0.009982510893176881,0.005777170523064128,0.0006324271668776398,0.0,0.10170472536966935,,
knight,weeb,0.009675298618509732,3947744711.6430874,0.0005358393855619462,0.0007620910819249841,0.0,0.5,0.009334161940052307,0.004345143024846142,0.015371134939258029,0.002806565784767492,0.0,0.10168313179400347,,
angel,weeb,0.0037864183800144845,4186094147.231052,0.000505329551225345,0.0010990222145344387,0.0,0.5,0.009897722249191991,0.0002633641343645363,0.014465203314818665,0.004047387795459562,0.0,0.10158437568737609,,
niggas,weeb,0.00999920265786507,2580620076.920889,0.0002459125991611296,0.0002551043251110601,0.0,0.5,0.00610169285584432,0.004569651694888339,0.006762309284066495,0.0009394770354672378,0.0,0.10146442465586228,,
viktor,weeb,0.0049192369431589784,2838489529.296429,0.00022357206472886428,0.0005427353626538762,0.0,0.5,0.0067114068580610645,0.0010485583836146147,0.006098949515351334,0.0019987407478384363,0.0,0.1013893553645789,,
alt,weeb,0.02806674335119586,2389828702.0352535,0.0010916852198692044,0.0009466211285578087,0.0,0.5,0.005650580202917344,0.017092865483966747,0.03187592202057405,0.0034861377249522144,0.0,0.10137798809235912,,
mario,weeb,0.004937636557220248,3902814989.2863817,0.0005420080405917507,0.0009726695362627971,0.0,0.5,0.009227928803152092,0.0010613117685072731,0.015554301442559976,0.003582066638892307,0.0,0.1013448690413736,,
discord,weeb,0.013424695546816892,3687169301.769573,0.0008414378901465906,0.0009831407582693889,0.0,0.5,0.008718049893551063,0.006943974825492735,0.024445302521757212,0.003620629186211681,0.0,0.10124583324691133,,
cozy,weeb,0.009964570083981482,3671655929.6289086,0.0007105623712710063,0.0009424660959201901,0.0,0.5,0.008681369627127,0.004545646705267902,0.020559202384134813,0.0034708359156122113,0.0,0.10122990967170517,,
day happy,weeb,0.015252230527078052,531325138.62372154,0.0001327094433439045,7.617306520414382e-05,0.0,0.5,0.0012562805472470329,0.008210700145407345,0.0034009564261739986,0.00028052384235071915,0.0,0.10121289644923079,,
meme,weeb,0.012643013409058372,4402794302.145772,0.00105700737537733,0.0013604931282919014,0.0,0.5,0.0104100943720506,0.006402164919406999,0.030846229245255,0.005010311175182068,0.0,0.10121029848159119,,
mask,weeb,0.006190999204416203,3211148741.1626587,0.0005270032040327665,0.00098034330823846,0.0,0.5,0.007592533092427897,0.0019300591344326226,0.015108761299393076,0.00361032696941947,0.0,0.10119972110106605,,
lock screen,weeb,0.008476941437564669,2272622207.003908,0.00031026667595855065,0.0004185213087277293,0.0,0.5,0.005373453771255766,0.0035145217783036104,0.008673181453648975,0.0015412955395100387,0.0,0.10111987476050932,,
cringe,weeb,0.0077107566992598445,2743955575.133843,0.00038545757915968247,0.0004554195673748838,0.0,0.5,0.006487888038724897,0.002983453635572806,0.010905832615518658,0.0016771813839881384,0.0,0.10107380773752607,,
bbc,weeb,0.005382589784743258,3381226430.655814,0.0007507419891678418,0.001558106209518846,0.0,0.5,0.007994669707654544,0.00136972365969886,0.021752259878615066,0.005738064229309284,0.0,0.10106368255995156,,
streaming,weeb,0.016731699639586147,3214569657.8855453,0.0009651444315551046,0.0010123806403568789,0.0,0.5,0.007600621607012105,0.009236169427849092,0.02811853347986654,0.003728311397122874,0.0,0.10102577423687385,,
pls,weeb,0.011276067473150759,3600468907.883335,0.0008812840672310042,0.001112750403540248,0.0,0.5,0.008513052971026242,0.005454689195729685,0.02562845912416709,0.004097944830523145,0.0,0.10098245426877879,,
meow,weeb,0.011734240406774564,1251286808.8884192,0.00022540598919718456,0.00013995106033769147,0.0,0.5,0.0029585787736397433,0.0057722641052057756,0.006153404421738399,0.0005154001494067594,0.0,0.10097106496568667,,
lock,weeb,0.008905318239916409,3456725800.9708233,0.0007547432789169042,0.001000108789924695,0.0,0.5,0.00817318260561723,0.003811443997502644,0.02187107058345957,0.0036831176448856033,0.0,0.1009400254736243,,
wwe,weeb,0.007028417588379588,1932680590.2408757,0.00021890389335495807,0.00021043839042501284,0.0,0.5,0.004569685966394676,0.0025105016878095255,0.005960337026366076,0.0007749850383717261,0.0,0.10088822500340669,,
hey guys,weeb,0.013114279647783226,474674348.287318,0.00014854788193394337,2.613422538155969e-05,0.0,0.5,0.001122333777722553,0.006728815234427719,0.0038712487995168367,9.624495615670711e-05,0.0,0.10087072539979618,,
aew,weeb,0.005415359962138332,2049765383.487914,0.00020639986288913792,0.0002712633213060949,0.0,0.5,0.004846524642832425,0.0013924377603277307,0.005589053573726993,0.00099898604549609,0.0,0.10086901174661697,,
niggasky,weeb,0.007853794680346226,1311425537.1657705,0.00010753466200605328,5.365382551775942e-05,0.0,0.5,0.003100772524657641,0.0030825980209381112,0.002653439074860645,0.00019759185547699545,0.0,0.10086659826445545,,
languages,weeb,0.008461414171458945,1676096280.6388586,0.0002524146950033561,0.00023756643572999195,0.0,0.5,0.003963010592974968,0.0035037593133781172,0.006955376679438819,0.0008748899520577141,0.0,0.10084135083567226,,
nigga,weeb,0.010659499083555363,1576435014.7505455,0.00031310092286413653,0.00023309468988210765,0.0,0.5,0.003727368609285261,0.005027325123908824,0.008757339036247166,0.0008584217775933874,0.0,0.100838444031217,,
request,weeb,0.023314947354969043,785915962.7980007,0.0006280357701965933,0.00019392546617502494,0.0,0.5,0.0018582424659813954,0.013799237526908864,0.018108731596716866,0.0007141726114772788,0.0,0.10080920411543025,,
peak,weeb,0.006672901695995406,3800887131.9081554,0.0008162631088087394,0.0011256399724899504,0.0,0.5,0.008986927624893296,0.002264081790308726,0.02369778517044386,0.004145413465247568,0.0,0.10080357264279248,,
gif,weeb,0.02315830731064034,1992807567.8974004,0.0009199632014719411,0.0005022460847213941,0.0,0.5,0.004711851933904341,0.013690665098798424,0.026776962604330653,0.001849630195582385,0.0,0.10078068144006318,,
yessss,weeb,0.01404769214451729,346100590.3792053,0.00020373233638976298,2.526017985248055e-05,0.0,0.5,0.0008183302604698123,0.007375794502298579,0.00550984643716399,9.302609382591293e-05,0.0,0.10074230710717882,,
wtf,weeb,0.035962833979174914,1300816687.2971559,0.0012467351976453744,0.000412220425909745,0.0,0.5,0.0030756886527498915,0.022565908700557975,0.03647983683329868,0.0015180911712262424,0.0,0.10073156314511036,,
baddiesky,weeb,0.008008937923791464,1020349392.112563,0.0001382112167488654,0.00010171949510184805,0.0,0.5,0.002412543656463686,0.003190132966538811,0.0035643211453351953,0.0003746041140851095,0.0,0.10069824759026132,,
gym,weeb,0.013590775177221171,2384411948.9540405,0.0007097287692399516,0.0006119484670538944,0.0,0.5,0.005637772675039414,0.007059090144886019,0.020534450153958873,0.0022536330241999017,0.0,0.10069638129739489,,
cheers,weeb,0.026141510854494166,407550053.40785766,0.0006920564061815925,0.00011240912443031035,0.0,0.5,0.0009636231506982611,0.015758422763780915,0.020009702874228968,0.00041397099376218007,0.0,0.10065901050572444,,
oof,weeb,0.011133575702975766,968923215.9110478,0.00029109382924429305,0.0001855594526824285,0.0,0.5,0.0022909501159272673,0.005355923407326376,0.008103880159602379,0.0006833629513459513,0.0,0.10062203125616066,,
kitty,weeb,0.011275555656793425,2103538891.7229989,0.000569850348428977,0.0004809448121168024,0.0,0.5,0.004973668283217953,0.005454334438777842,0.016381025930436336,0.0017711836367891188,0.0,0.10061757713861393,,
accurate,weeb,0.015458016894349707,2099159842.2003968,0.0007725823623814743,0.0006355600983719747,0.0,0.5,0.004963314331690408,0.00835333752566641,0.02240076830922466,0.00234058798030893,0.0,0.10059073365934282,,
kendrick,weeb,0.01247308090254008,1017159709.0355601,0.0003466117245125345,0.00014382761142279826,0.0,0.5,0.0024050018774093365,0.0062843790433454,0.009752378689319907,0.0005296763899984777,0.0,0.10058083846055131,,
goat,weeb,0.00580320096143372,2215285997.249465,0.00038195645062925285,0.0003779456359511361,0.0,0.5,0.005237886376206548,0.0016612632652919339,0.010801873248779716,0.001391866819492662,0.0,0.1005645461450303,,
drake,weeb,0.011850199531497855,739827955.3100474,0.0002859254966517541,0.00013844393359865306,0.0,0.5,0.0017492706461678872,0.005852639233971377,0.00795041633251156,0.0005098498281401608,0.0,0.10056017083811318,,
morning,weeb,0.34757190010808864,445182537.04570407,0.012037546769241953,0.0002593968883628989,0.0,0.5,0.0010526024850118587,0.2385525235909795,0.35689250601479194,0.000955285331138577,0.0,0.10054296976695475,,
taylor swift,weeb,0.008565084606255336,1165110067.0155103,0.0002420780298182781,9.877518767285657e-05,0.0,0.5,0.0027548199891024765,0.003575616742155967,0.0066484490252571755,0.0003637610630561281,0.0,0.10051340187238221,,
milk,weeb,0.007416056766555022,3103398823.1457777,0.0007270676914858889,0.000767160940008883,0.0,0.5,0.007337766065362886,0.0027791873038383597,0.0210492965416184,0.002825236637332722,0.0,0.10048581081381967,,
happy saturday,weeb,0.011462715626789991,1109580283.641131,0.00038128956900440906,0.0001960270724831493,0.0,0.5,0.00262352376090824,0.0055840612431508185,0.010782071464638963,0.0007219122327605178,0.0,0.10046458485038051,,
shirt,weeb,0.01139922379927786,2060083133.2403028,0.0006845539879021005,0.0006484125580570069,0.0,0.5,0.004870920229193846,0.00554005294432976,0.01978693280264552,0.0023879199521134042,0.0,0.10042347869525203,,
macys,weeb,0.013305909736945759,1996959804.6495194,0.0006708829145928038,0.00041099274350090944,0.0,0.5,0.004721669602747874,0.006861640427171765,0.019380996227760124,0.0015135699643457005,0.0,0.10041387285293576,,
adhd,weeb,0.007718700937006771,1893032604.6207523,0.0004469774090515176,0.0003171092343689807,0.0,0.5,0.004475941120816485,0.0029889600511600004,0.012732547202502945,0.0011678235690224259,0.0,0.10036223340384262,,
streams,weeb,0.007426385192969658,1552055092.3676927,0.000363450485539839,0.00024161880896346442,0.0,0.5,0.003669724014654739,0.002786346279943116,0.010252373738873872,0.0008898136958646138,0.0,0.10034911279500118,,
emoji,weeb,0.010341651159743894,298893957.4263172,0.0002359093747884735,6.40861317610869e-05,0.0,0.5,0.0007067135302067576,0.004807014149113288,0.006465282521955228,0.0002360110870533351,0.0,0.10027486934797616,,
ikea,weeb,0.012174751606797703,423358360.43066853,0.0003331073716094488,7.508715909476176e-05,0.0,0.5,0.0010010007697002679,0.006077597079295028,0.009351392560469698,0.0002765247574587093,0.0,0.10024583164915203,,
english,weeb,0.011919435336840303,3473553582.6500216,0.0011773795086616253,0.0012573868264740007,0.0,0.5,0.008212970700025215,0.00590062887500108,0.03442045128266057,0.004630599844424736,0.0,0.10024329330409533,,
shoes,weeb,0.00922564974353752,1553869568.2644145,0.0004991608961955403,0.0003540274298151218,0.0,0.5,0.0036740142140200558,0.00403347642412421,0.014282036811516716,0.0013037828350891264,0.0,0.10023756633404325,,
bees,weeb,0.006712300946437363,898587002.9263504,0.00023540921356984067,0.00011370912054738688,0.0,0.5,0.0021246451367038454,0.0022913907220991053,0.006450431183849664,0.0004187585115655661,0.0,0.10022828414516208,,
ikea product,weeb,0.009642852262756666,317757279.0712953,0.00022190486066675491,2.4985008994603238e-05,0.0,0.5,0.000751314514267917,0.004322653375774969,0.006049445054999455,9.20127174290486e-05,0.0,0.10021671958307715,,
socks,weeb,0.010573374956715793,750217324.2403221,0.00037595451600565917,0.0001774161439213083,0.0,0.5,0.0017738355709879044,0.004967629625162403,0.010623657191512955,0.000653373449715742,0.0,0.10020088920124959,,
day parade,weeb,0.008246630924700982,1271711830.10159,0.0003881251056590574,0.00020749956375833552,0.0,0.5,0.0030068722853935437,0.0033548858965076504,0.010985039752081661,0.0007641621714393051,0.0,0.10019714390920653,,
horny,weeb,0.01459352405609603,2369987746.0825853,0.000981816472176198,0.0008318091775930032,0.0,0.5,0.005603667671982544,0.007754128766912973,0.028613578083385313,0.0030633178010576784,0.0,0.10018832449135935,,
umlaut,weeb,0.009813465153266025,297841514.35880363,0.00023674297681952817,2.4764735017335315e-05,0.0,0.5,0.0007042251033346035,0.004440910848625717,0.006490034752131167,9.12015107077821e-05,0.0,0.10018077855042462,,
autism,weeb,0.006370174721026563,1443464182.0859616,0.00034194355313862837,0.00016324626865671642,0.0,0.5,0.003412968521119926,0.002054251648420339,0.009613766200334651,0.0006011898091572223,0.0,0.1001796522837429,,
colors,weeb,0.009675921742531795,2251151418.6355944,0.0007517423116051074,0.0006960191803216739,0.0,0.5,0.005322687617350384,0.004345574932845015,0.02178196255482619,0.0025632416693533873,0.0,0.10017898792525255,,
bible,weeb,0.010152535715643726,1015450246.1572965,0.0004166342951211274,0.0001831679970190119,0.0,0.5,0.002400959973866496,0.0046759319405558645,0.011831566024098772,0.0006745558969138484,0.0,0.10016706415767526,,
gender,weeb,0.014008130924943277,1963334994.0545619,0.0008619445001105357,0.0006748020324907522,0.0,0.5,0.0046421661266565105,0.00734837330431202,0.02505420738408531,0.002485104918294437,0.0,0.1001465447121432,,
pics,weeb,0.010665043042788864,3630344163.204302,0.0012430673487087338,0.0014046551211730272,0.0,0.5,0.008583690890024366,0.00503116782657088,0.03637092702052455,0.0051729472972243855,0.0,0.10012755747424416,,
cutie,weeb,0.013784617482997079,883481161.8441714,0.0005586800812128443,0.00024961143363284725,0.0,0.5,0.002088928448518335,0.007193448698593091,0.016049346046078754,0.0009192482706281937,0.0,0.1001216804575418,,
cis,weeb,0.006638242640047989,944051311.3275793,0.0002987629679299961,0.00018406670224427403,0.0,0.5,0.0022321422643316663,0.002240058445088458,0.008331600677221017,0.0006778655739270493,0.0,0.10011874354538927,,
painting,weeb,0.007307895278842648,2817420598.8543553,0.0008759490142322542,0.0009984925653376152,0.0,0.5,0.006661590868676036,0.002704216976810574,0.02547004485104108,0.003677165547119099,0.0,0.10011023762193245,,
autistic,weeb,0.006905209741592095,1529909663.8590639,0.0004148003706528071,0.00020170327207530254,0.0,0.5,0.0036173627220610852,0.00242510222852499,0.011777111117711707,0.0007428160695074444,0.0,0.10009523078429666,,
cats,weeb,0.03067930200771542,3224219409.9155517,0.0018807729024655614,0.0013677771205987258,0.0,0.5,0.007623437760210608,0.018903716841516413,0.055306383105117776,0.005037136057495617,0.0,0.1000888907821317,,
linux,weeb,0.006793740544610309,797488943.2880516,0.0002652521662815981,7.307092751363991e-05,0.0,0.5,0.0018856059562558818,0.0023478392181134466,0.0073365610241482755,0.0002690995471341759,0.0,0.10006291585833692,,
nov,weeb,0.06981506437303743,234817190.0513261,0.002402274333093367,0.00010688064087251563,0.0,0.5,0.0005552085654836736,0.046030016276414454,0.07079137830318512,0.00039361115336650985,0.0,0.10003480911258202,,
friday sale,weeb,0.009087614224063019,1274284581.5136395,0.0005533450282140944,0.00045233447330880907,0.0,0.5,0.0030129553733502555,0.003937799411396973,0.015890931772952744,0.0016658198556170625,0.0,0.1000206227729886,,
podcasts,weeb,0.005951426370382638,781283816.8049457,0.00027075393968655897,0.00013992738611596643,0.0,0.5,0.0018472900858283372,0.0017640032295597923,0.007499925743309472,0.0005153129639478945,0.0,0.10001289416825566,,
podcast,weeb,0.01969145645187329,2042547978.274083,0.0011046894115536575,0.0006247212527444995,0.0,0.5,0.004829459600897422,0.011287675382814784,0.032262056811318704,0.0023006715792304525,0.0,0.10000800544127746,,
wrestlesky,weeb,0.004545864389162206,482251812.74684954,0.0001462137962469903,2.617252931323283e-05,0.0,0.5,0.001140250154166971,0.0007897614396341996,0.0038019425550242084,9.63860186971378e-05,0.0,0.09999041649595039,,
starter pack,weeb,0.01594808551370487,1193176206.9886131,0.00076824763181999,0.00035326698202823843,0.0,0.5,0.0028211803833722675,0.008693020396493906,0.022272056712309782,0.0013009823210949488,0.0,0.0999662290451913,,
accent,weeb,0.0056259061231871835,352445764.69792616,0.0002000644874531224,6.782419967444384e-05,0.0,0.5,0.0008333329744128197,0.00153837431207203,0.005400936624389858,0.00024977733331390677,0.0,0.09991977341258286,,
hat,weeb,0.010127790269401854,2300644150.70946,0.0009194630402533083,0.0008723225340737176,0.0,0.5,0.0054397096665904435,0.004658780048173107,0.02676211126622509,0.0032125170277926968,0.0,0.09991367707086973,,
tiktok,weeb,0.0103539359994104,2211318194.738681,0.00086094417767327,0.0006951997809652433,0.0,0.5,0.005228504789025246,0.004815529180357412,0.02502450470787418,0.002560224053411721,0.0,0.09990563587742417,,
dms,weeb,0.016626140376999315,947223006.095736,0.0007444066137318262,0.0002584490257720563,0.0,0.5,0.0022396415113075606,0.009163002789664608,0.021564142929277927,0.0009517946214593609,0.0,0.09990391308314825,,
trans people,weeb,0.007955229255916534,777811517.0624127,0.0003626168835087843,9.219138932423711e-05,0.0,0.5,0.0018390800797442014,0.0031529057012711784,0.010227621508697934,0.00033951479693742427,0.0,0.09990286841950409,,
diaper,weeb,0.005480776651687263,356005821.12976944,0.00019806384257859116,2.5347257426746427e-05,0.0,0.5,0.000841750474954976,0.0014377802450908856,0.005341531271967605,9.334677588918791e-05,0.0,0.09987320069853016,,
beer,weeb,0.007772925707052399,1744301866.733114,0.0006063621173891718,0.0003695351401702728,0.0,0.5,0.004124277856266414,0.0030265450440193596,0.017465173612142455,0.0013608933436820292,0.0,0.09987254330256246,,
happy friday,weeb,0.017853544946310203,409523183.37267506,0.0006887219980573738,0.00015047932892501526,0.0,0.5,0.0009682884763374942,0.01001375774785578,0.019910693953525214,0.0005541727831389225,0.0,0.09984319515787808,,
skeet,weeb,0.01126713812516748,470276169.3979509,0.0004498116559571035,6.595725969571718e-05,0.0,0.5,0.0011119345961661587,0.005448499967450655,0.012816704785101139,0.00024290192171182667,0.0,0.09981871691626869,,
dancing,weeb,0.007850142602118316,1017369516.5060825,0.0004851563820738218,0.00028177564800055757,0.0,0.5,0.0024054979522695756,0.0030800666439677275,0.013866199344560945,0.0010376999697483634,0.0,0.09981591464503008,,
christians,weeb,0.008770929941694544,218684073.35504487,0.0003224372656119489,5.656108597285068e-05,0.0,0.5,0.0005170629570818137,0.0037182949952145753,0.009034564014217681,0.00020829847298530776,0.0,0.09980977505752311,,
wear,weeb,0.013946104510148206,2482984893.798599,0.0011927177860330312,0.0011077182263189477,0.0,0.5,0.00587084140093076,0.007305380731817888,0.034875892317897846,0.004079412745911272,0.0,0.09980223934464687,,
horse,weeb,0.0055513351843340065,1290310300.8117392,0.0004918251983222592,0.00035948805901781666,0.0,0.5,0.00305084704823316,0.001486686712438985,0.014064217185968456,0.001323892787097585,0.0,0.09975772389469004,,
taylor,weeb,0.015933372463049298,443212012.13144845,0.0006363717905071402,8.007046200656577e-05,0.0,0.5,0.0010479433188296274,0.00868282229139611,0.018356253898476255,0.0002948768518200209,0.0,0.09975010583058272,,
deserved,weeb,0.005736019104211287,1227232606.5260215,0.0004596481599235487,0.00024550089204703206,0.0,0.5,0.0029017043208598523,0.0016146972840649252,0.013108781101177216,0.0009041103092411211,0.0,0.09973769492397427,,
fish,weeb,0.010141492287241443,1335151985.5865762,0.0006865546327766317,0.0003986577133671047,0.0,0.5,0.0031568720265248533,0.004668277372776354,0.019846338155067773,0.0014681435391470652,0.0,0.09971401808050141,,
swift,weeb,0.005995559224378735,774251739.9294853,0.00036428408757089366,9.210647508519849e-05,0.0,0.5,0.0018306632395844915,0.0017945931795201276,0.01027712596904981,0.00033920208182557256,0.0,0.09969240954839634,,
laptop,weeb,0.006071214769787997,996313379.1226945,0.0004246368746192523,0.00016110022576259656,0.0,0.5,0.002355712211163046,0.0018470325560557095,0.012069187433787784,0.0005932865405032097,0.0,0.099689600217388,,
butt,weeb,0.009832326979305642,1365323034.1566243,0.0006713830758114366,0.0003318615983240174,0.0,0.5,0.0032282093276485625,0.004453984608024179,0.019395847565865685,0.001222152350584941,0.0,0.099679692887793,,
baby,weeb,0.06901162133634214,935697153.643543,0.0027128744498643395,0.0004514403102375377,0.0,0.5,0.002212389451930818,0.045473123167016585,0.08001405926673993,0.001662526906071591,0.0,0.09967767216528256,,
hair,weeb,0.03179694819646772,2741760657.3979497,0.0019031134368978268,0.001111801672909129,0.0,0.5,0.006482698311655795,0.019678394613099365,0.05596974287383294,0.004094450924097244,0.0,0.0996749372979371,,
nap,weeb,0.01355482936516932,568461103.2842243,0.0006201999111046794,0.00013890557846270893,0.0,0.5,0.0013440858977092516,0.007034174906183192,0.017876060633063042,0.0005115499355300808,0.0,0.09966422483604556,,
vaccines,weeb,0.006749837258939502,234053673.85161534,0.00030126377402316015,2.3850410227055904e-05,0.0,0.5,0.0005534032856663302,0.002317408389599998,0.008405857367748834,8.783431125692236e-05,0.0,0.09963966475661262,,
fcf,weeb,0.020037790479775372,94552888.96118051,0.0007457403769815137,1.9014298752662e-05,0.0,0.5,0.00022356358932239782,0.011527731024446819,0.02160374649755943,7.002428130476577e-05,0.0,0.09963100379210174,,
rogan,weeb,0.005839744874863296,253406217.5207223,0.00027825635796605106,2.4168600154679042e-05,0.0,0.5,0.0005991610004513358,0.0016865930679660244,0.007722695814892922,8.900611471336623e-05,0.0,0.09962280310747422,,
concert,weeb,0.006357592016632363,795588851.76245,0.0004431428397086661,0.0002102211548031153,0.0,0.5,0.001881113324817841,0.00204553015721974,0.012618686943693627,0.0007741850210534415,0.0,0.09961472974944052,,
puppy,weeb,0.009368020914777857,582154221.2550877,0.00048448950044897805,0.00011113741801578269,0.0,0.5,0.0013764623024517667,0.004132158621392062,0.013846397560420193,0.000409287658927363,0.0,0.09961279841238899,,
dance,weeb,0.016530245872542346,1110065830.6506352,0.000889286646729129,0.00032063115904062126,0.0,0.5,0.0026246718023210636,0.009096535117008106,0.0258660805338561,0.001180793820891779,0.0,0.09959800502985276,,
teeth,weeb,0.0054308128820548685,1069174886.9481752,0.0004616488047980799,0.00020443132238906887,0.0,0.5,0.002527988070651529,0.0014031486934350645,0.013168186453599469,0.0007528627067813003,0.0,0.09958746694948094,,
stream,weeb,0.03821924156020243,2304167528.3307195,0.0020503275555820827,0.0009800603130332931,0.0,0.5,0.0054480404426904775,0.024129899894054244,0.060340986722903736,0.00360928477816581,0.0,0.09957731559489731,,
awake,weeb,0.011809251572542406,388965405.8266107,0.000543841965060071,8.538346943382568e-05,0.0,0.5,0.0009196810716649996,0.005824256840765266,0.015608756348947041,0.00031444315460616345,0.0,0.09957530989420463,,
wildlife,weeb,0.007085504371222016,206209168.86942312,0.00034194355313862837,2.330785008390826e-05,0.0,0.5,0.00048756693158856095,0.0025500704369935427,0.009613766200334651,8.583621579293868e-05,0.0,0.09954010638578153,,
sunset,weeb,0.008035123689986035,344549919.1080648,0.00040929859724784623,4.492766645700422e-05,0.0,0.5,0.0008146638084021486,0.0032082831926183615,0.01161374639855051,0.0001654558811384779,0.0,0.09952416457100276,,
jealous,weeb,0.009814920170552908,527679413.4877211,0.0005345056223122587,0.0001439060097482879,0.0,0.5,0.0012476604891394295,0.004441919369533997,0.015331531370976528,0.0005299651088447166,0.0,0.09951515814337153,,
complete,weeb,0.023314947354969043,1670030000.9233484,0.0013511021719334198,0.0006505704731850637,0.0,0.5,0.003948667305509791,0.013799237526908864,0.039578816051326224,0.0023958669428451925,0.0,0.09950070422071698,,
