term,subculture,similarity,specificity,contextual_relevance,seed_closeness,subculture_relevance,uniqueness,normalized_specificity,normalized_similarity,normalized_contextual_relevance,normalized_seed_closeness,normalized_subculture_relevance,combined_score,cooccurrence_count,frequency
pfp,weeb,0.016034043285580515,10042933079.466015,0.00030026345158589454,0.0011798215417090107,0.0,0.5,0.026096606105708776,0.011183819561461425,0.008910944975780636,0.005376731978601098,0.0,0.1073499826524332,,
tag,weeb,0.03981077055383385,6838583370.551573,0.0010601750630953378,0.0017349565845212085,0.0,0.5,0.01777008918910606,0.03125538368427075,0.03146290899555195,0.007906616568440704,0.0,0.10707268863301682,,
accurate,weeb,0.061361280683718294,2076158431.0673196,0.0007725823623814743,0.0005672629588622614,0.0,0.5,0.005394906882272182,0.04944764543127624,0.022927995012641568,0.00258515443511274,0.0,0.10684961729865991,,
lmao,weeb,0.13204850151505843,1569717690.3194807,0.0037603787620876464,0.0006898379975325811,0.0,0.5,0.0040789183734766575,0.10911957040111055,0.11159709268669196,0.0031437585179321754,0.0,0.10680994959567577,,
nerd,weeb,0.01091992021121686,9316697858.155996,0.0003374421021709331,0.0015250758816383304,0.0,0.5,0.02420948066529635,0.006866637972047099,0.010014299073281514,0.0069501394683133275,0.0,0.10660799678861653,,
books stayed,weeb,0.09978869036197463,158695570.12661833,0.002021484925307591,6.68359844940516e-05,0.0,0.5,0.00041237114213006816,0.08188685410489477,0.05999178669147152,0.00030458773843873934,0.0,0.10644247060962277,,
choose books,weeb,0.09938866025964763,159128662.54759142,0.00201598315190263,6.698372295532186e-05,0.0,0.5,0.00041349653470493366,0.08154916129463861,0.05982851007614628,0.0003052610183214159,0.0,0.10640853774810251,,
influenced book,weeb,0.09719104099899652,164502332.58975062,0.0019501285914493105,6.88041832943443e-05,0.0,0.5,0.0004274600401194029,0.07969400034628663,0.05787413846846535,0.00031355729616901185,0.0,0.1063305675371626,,
book day,weeb,0.0981604708273076,160041901.9360982,0.0020044794438740755,6.729475100942126e-05,0.0,0.5,0.000415869591302394,0.08051236246744743,0.05948711351682986,0.0003066784483526526,0.0,0.10628798654878277,,
tea,weeb,0.026528603306315644,7344450142.792677,0.0010308322716022131,0.0018435336512915793,0.0,0.5,0.019084586238193667,0.020042996521366485,0.03059210038048399,0.008401428509407066,0.0,0.10586451381514707,,
goodnight,weeb,0.057907848146075906,461020314.4218301,0.0005566794363383131,0.00015100285822687034,0.0,0.5,0.0011979633297363567,0.04653236647631107,0.01652062480518131,0.0006881565287513862,0.0,0.10573942428906365,,
reviews covers,weeb,0.0972997652465927,149149972.36731726,0.002150859960527277,6.354047528275512e-05,0.0,0.5,0.0003875668640574255,0.07978578193097279,0.0638312610397257,0.0002895693062981585,0.0,0.10573464688505937,,
agree,weeb,0.13596298885636043,489157825.7957502,0.003934935027390496,0.0002086450637580705,0.0,0.5,0.001271078777714542,0.11242405729673874,0.11677741439110192,0.0009508459939291129,0.0,0.10567779440942582,,
bunny,weeb,0.012368970363432822,6785533395.027803,0.0003971280075944479,0.0016749073398772732,0.0,0.5,0.017632238592651134,0.00808988046119333,0.01178560296074929,0.007632957644142542,0.0,0.10546960890266995,,
kafka kafka,weeb,0.011846659302187984,7260989083.117075,8.836181529179571e-06,7.877116975187081e-05,0.0,0.5,0.018867712304823293,0.007648961917629682,0.0002622321397647827,0.0003589792629003874,0.0,0.10498440835035774,,
jinx,weeb,0.006849967260452138,7085880807.034244,0.00026258463978222314,0.0013664759914744078,0.0,0.5,0.018412692673543788,0.003430911906535805,0.007792747549613826,0.006227361428499146,0.0,0.10497474092285254,,
fcf,weeb,0.05857298704985161,86035485.13072385,0.0007457403769815137,1.5211439002129602e-05,0.0,0.5,0.00022356358932239785,0.0470938557850409,0.022131403040903264,6.932220478430815e-05,0.0,0.10491298133272636,,
vampire,weeb,0.006032167853679026,7752105499.856068,0.00034761204694980013,0.0012690215035687953,0.0,0.5,0.020143880489782072,0.002740551410431759,0.01031611342282211,0.005783237768219738,0.0,0.1048540569092939,,
witch,weeb,0.005816463825373678,7686252183.335412,0.00036728505488269053,0.0013230429293038279,0.0,0.5,0.01997276035501707,0.0025584608650496016,0.010899951017015403,0.006029426464569895,0.0,0.1047956827152018,,
gif,weeb,0.05030486066619436,1813293784.6734848,0.0009199632014719411,0.0004017968677771153,0.0,0.5,0.004711851933904342,0.040114163962329454,0.027301829192869262,0.0018310854578478268,0.0,0.10468708342630532,,
ko,weeb,0.006153156155612041,7412582818.739174,0.00020773362613882542,0.0008051422018913974,0.0,0.5,0.019261629298526213,0.0028426859234351853,0.006164929172583382,0.003669227651124278,0.0,0.10457954274374326,,
spotify,weeb,0.05291982871736358,595722495.2470495,0.0008616110592981138,0.00015341272113920482,0.0,0.5,0.0015479875434556635,0.04232163761191876,0.025570107515177305,0.0006991388566092287,0.0,0.10427561711311352,,
holy shit,weeb,0.03730132718116011,2114487451.647944,0.0006372053925381948,0.0005097926687597175,0.0,0.5,0.005494505012081023,0.029136990643928655,0.018910400720396216,0.002323248430102669,0.0,0.10415922163449155,,
chapter,weeb,0.013915025775053477,5648979516.106041,0.0008177635924646378,0.0018154585880025124,0.0,0.5,0.01467889830237473,0.009395011734377168,0.024268842368797342,0.008273483659062227,0.0,0.10398651809851736,,
wtf,weeb,0.054584540068964765,1183638025.1025448,0.0012467351976453744,0.000329776340727796,0.0,0.5,0.0030756886527498915,0.043726934491622016,0.03699947058794425,0.0015028705056603481,0.0,0.10384994847191395,,
lmaooo,weeb,0.036736119037802495,418300707.765888,0.000306765547428121,6.525253204754056e-05,0.0,0.5,0.0010869562425567802,0.028659859735030033,0.009103908248437738,0.00029737156285220316,0.0,0.10368032227463514,,
tysm,weeb,0.0317306705939124,1359846786.7616017,0.0002830912497461682,0.00011574074074074073,0.0,0.5,0.003533567900675302,0.02443441784509004,0.008401324024917,0.0005274585350139372,0.0,0.10366360848816036,,
character love,weeb,0.017510294173083515,3637396582.4284673,0.00017639018977116957,0.0003745712968797082,0.0,0.5,0.009451791136194057,0.01243002405443357,0.0052347472428517,0.001707011949690214,0.0,0.10365814009854123,,
tag people,weeb,0.01726985934788976,3592872234.772756,0.00016071847158734165,0.0003578975670411352,0.0,0.5,0.009336094421530047,0.012227056549411277,0.004769656277985859,0.0016310257320663612,0.0,0.10363206817193571,,
woof,weeb,0.036747396610315904,211448708.66266403,0.0003034311393039023,4.644681839294008e-05,0.0,0.5,0.0005494504063571548,0.028669379906469054,0.009004952723998198,0.00021166937958757166,0.0,0.10356271913973887,,
blacksky,weeb,0.018561401519195303,5280882712.334813,0.00105700737537733,0.0016612718041157186,0.0,0.5,0.013722397126793974,0.01331733576303898,0.03136890124733438,0.007570817211388356,0.0,0.1034978939679283,,
gifs,weeb,0.018493932032538154,4315925660.023977,0.0005351725039371024,0.0007238517115895163,0.0,0.5,0.011214951950785628,0.013260380147890879,0.015882361672546273,0.0032987672354505945,0.0,0.10346850305394878,,
kafka,weeb,0.012744590289902609,4228966275.5357347,4.551467089558534e-05,0.0001171977558797077,0.0,0.5,0.01098898760488906,0.008406966969983365,0.0013507429085997298,0.0005340985052247216,0.0,0.10345729290192153,,
dick,weeb,0.011107320461271965,6574201303.442704,0.0014346290954450984,0.0028015331496278554,0.0,0.5,0.017083091216286744,0.007024835359482912,0.04257561439011236,0.012767263812538763,0.0,0.10340459806130325,,
wrestling,weeb,0.007850905921126142,5595655121.067024,0.0003554479060417141,0.0007918296435995272,0.0,0.5,0.014540334625593522,0.004275872791356225,0.010548658905255031,0.0036085591047768308,0.0,0.10339672172949084,,
wip,weeb,0.015886056935585747,4472765259.629209,0.0007172311875194438,0.0012384143663621606,0.0,0.5,0.011622500345292348,0.011058894146802424,0.02128533330694519,0.005643753644922612,0.0,0.10326573927161498,,
love tag,weeb,0.017083292206846703,2922808742.3370924,0.0001317091209066389,0.00027875014845141444,0.0,0.5,0.007594931467486064,0.012069562446358043,0.003908743215361855,0.001270331812256549,0.0,0.10325612929197887,,
morning,weeb,0.3054583486088342,474370139.77963823,0.012037546769241953,0.00024786395213418375,0.0,0.5,0.0012326529100796766,0.2555067003959347,0.3572393387791857,0.001129575949131985,0.0,0.10313099575077057,,
post character,weeb,0.01969560796193908,2168093294.9573803,0.0001775572326146461,0.0002559166182511953,0.0,0.5,0.005633800033439971,0.01427479711115443,0.005269381676405539,0.00116627389529901,0.0,0.10303260987954535,,
excellent,weeb,0.06442068547550081,507604538.1436557,0.0017695703915228676,0.0001792738952567234,0.0,0.5,0.0013190126414851647,0.05203029857622288,0.05251569682006422,0.000816994478808173,0.0,0.1030210262524261,,
grian,weeb,0.011817072133300022,3530593201.1126204,1.817252427699195e-05,7.707129094412332e-05,0.0,0.5,0.009174262076615213,0.007623985361737567,0.0005393076081954965,0.00035123250424049467,0.0,0.10301232758482426,,
twitch,weeb,0.023107103606251823,3334164987.8500032,0.0008659457898595981,0.0010366141463386584,0.0,0.5,0.008663842494108622,0.01715467426190656,0.025698749696948707,0.004724101258581703,0.0,0.10291711998305826,,
yay,weeb,0.04848161207852732,603794634.2002808,0.0011688767679448675,0.00019912847425693534,0.0,0.5,0.001568963032292061,0.03857503494233002,0.03468885909228097,0.0009074765950081082,0.0,0.10285803108733187,,
arcane,weeb,0.004395672223475782,6378851651.616313,0.0010360006041947522,0.002015237570161605,0.0,0.5,0.016575474280451127,0.0013590733538541835,0.03074548144336528,0.009183924775835886,0.0,0.10274038890879081,,
ditto,weeb,0.02376325733351752,722697764.9857934,0.0001775572326146461,4.10719786425711e-05,0.0,0.5,0.0018779333444799901,0.0177085785676862,0.005269381676405539,0.0001871749355178321,0.0,0.10255172902028784,,
selfie,weeb,0.022973444036557555,2012510392.6733923,0.0005738516381780394,0.0005594808428469917,0.0,0.5,0.005229517172490738,0.0170418430638414,0.017030245756044945,0.0025496894511628167,0.0,0.10253657768126057,,
nov,weeb,0.07718697271311424,213664659.90683344,0.002402274333093367,8.55045126980125e-05,0.0,0.5,0.0005552085654836736,0.06280719608650769,0.07129250758246705,0.0003896647344412497,0.0,0.1025002865514365,,
baby,weeb,0.07857191993867706,922359496.9237642,0.0027128744498643395,0.00039369373859029046,0.0,0.5,0.00239675523959172,0.06397632490440462,0.08051021468401026,0.0017941575392725932,0.0,0.10247331769999617,,
ghost,weeb,0.0067306111001434864,4848668533.299937,0.0006086962030761249,0.0009973977448757697,0.0,0.5,0.012599286667496244,0.0033301551960743907,0.018064330986438143,0.004545382636843588,0.0,0.10234929317347749,,
alt,weeb,0.030333548406895578,2233322567.3525977,0.0010916852198692044,0.0007802432084910383,0.0,0.5,0.005803298586779976,0.02325501130828083,0.03239803870150561,0.003555756919053421,0.0,0.10229804677321092,,
discord,weeb,0.01399498255813674,3660028349.7565007,0.0008414378901465906,0.0012866515340953664,0.0,0.5,0.009510599883873887,0.009462508731781519,0.02497142659231808,0.005863582079257337,0.0,0.10229024914712453,,
morning bluesky,weeb,0.020877077364824935,1016070295.0045209,0.00025258141540956703,0.00010888031820077961,0.0,0.5,0.002640263163622928,0.015272156361299147,0.007495880976295204,0.0004961939310434984,0.0,0.10219333647205082,,
adorable,weeb,0.03617755957213714,1401104641.6676726,0.0010990209177424856,0.0004063210418332949,0.0,0.5,0.0036407766194560378,0.02818834143038626,0.03261574085527259,0.0018517032127070767,0.0,0.10215775825609864,,
dress,weeb,0.0070153594339684815,4081299894.5625834,0.0006445410904114759,0.0012261152327386286,0.0,0.5,0.010605275859642943,0.0035705307690769295,0.019128102874163205,0.005587703519776615,0.0,0.10214075037981796,,
perfect,weeb,0.09472523306905048,1647941300.6007748,0.003776550641490107,0.0007307536430246861,0.0,0.5,0.004282182771389577,0.0776124429720501,0.11207702698022373,0.003330221005490964,0.0,0.1021231555534358,,
lmfao,weeb,0.029210501474143773,747878119.816331,0.0006005269031717891,0.00014719348715201323,0.0,0.5,0.001943364608077483,0.02230697046694312,0.01782188995156127,0.0006707963038762975,0.0,0.10212022857246991,,
rp,weeb,0.003905858250960204,4029702885.1228313,0.0002547487806903092,0.0005168753545358878,0.0,0.5,0.010471200801995208,0.000945587828841615,0.007560202067180905,0.0023555259413709883,0.0,0.10206893961334995,,
sonic,weeb,0.012512233818724051,3419082405.382397,0.0006755510859667099,0.0008679192427727258,0.0,0.5,0.00888450077982277,0.008210818956928718,0.020048389251450933,0.003955317802300579,0.0,0.10199251352493392,,
holy,weeb,0.055121635205122296,1125350454.0480154,0.0019384581630145451,0.00042727075581362555,0.0,0.5,0.002924228141101292,0.044180333285484985,0.057527794132926954,0.0019471761237521029,0.0,0.10194591023868835,,
pizza,weeb,0.00969544108912537,4270805587.861057,0.0006910560837443269,0.0007635024815551057,0.0,0.5,0.01109770724335007,0.0058329712718820145,0.020508532440094797,0.003479465379460853,0.0,0.10191350024030807,,
oc,weeb,0.011651348349650254,7274407243.864261,0.0021785355479582917,0.003023840022639114,0.0,0.5,0.018902579454978696,0.007484086564368501,0.06465259189257387,0.013780369973874856,0.0,0.10188296217986234,,
tattoo,weeb,0.008105809565194414,3151679683.1443696,0.00038679134240936995,0.0006018829492219425,0.0,0.5,0.00818965362126627,0.0044910544174619075,0.011478840834986714,0.002742926100305533,0.0,0.10184943632845025,,
stunning,weeb,0.02937329067190699,1300856563.0866628,0.0008877861630732306,0.00037554859879710453,0.0,0.5,0.003380281543079221,0.022444391979354876,0.026346908382027696,0.001711465750783218,0.0,0.10183589070501213,,
handsome,weeb,0.02420752336364974,1223322009.37111,0.0006293695334462808,0.0002673317152905779,0.0,0.5,0.0031788076617054856,0.018083613954633294,0.018677855237963295,0.0012182952520218054,0.0,0.10178509191474523,,
ngl,weeb,0.012930344961891242,2960282425.899223,0.0006285359314152261,0.0007078004780478014,0.0,0.5,0.007692307000262479,0.008563775212256026,0.01865311635685341,0.0032256178839353473,0.0,0.10176412051718939,,
mario,weeb,0.005316889976584997,3906370742.7091885,0.0005420080405917507,0.0008888980436308764,0.0,0.5,0.010150721683467303,0.0021367363599521733,0.01608522049764733,0.004050923269279366,0.0,0.1017548635582414,,
angel,weeb,0.003994384653126867,3935974171.42939,0.000505329551225345,0.0009176867079614612,0.0,0.5,0.010227646324165058,0.001020319028707891,0.014996709728812386,0.004182120172078115,0.0,0.10174443618927749,,
coffee,weeb,0.04960063742331819,2483006263.944035,0.002196374631422862,0.0008788456782693312,0.0,0.5,0.006452102778683492,0.039519680885802995,0.06518200394832542,0.004005112210242665,0.0,0.10170145034633528,,
viktor,weeb,0.006347379842356826,2582796003.110609,0.00022357206472886428,0.000434188290123101,0.0,0.5,0.0067114068580610645,0.003006643441166042,0.006634967913671201,0.0019787009998625616,0.0,0.10162445634638564,,
knight,weeb,0.00704064643034809,3711866163.044164,0.0005358393855619462,0.0006468337722661114,0.0,0.5,0.009645300671387386,0.0035918772548056126,0.015902152777434182,0.0029477778674430687,0.0,0.10161457091161567,,
lock,weeb,0.012003763195083492,3230350248.067379,0.0007547432789169042,0.0008299600715215335,0.0,0.5,0.008394079432796074,0.007781584074775989,0.022398582956890026,0.003782328682563164,0.0,0.10155177737272741,,
lock screen,weeb,0.010599519571450245,2067902485.5466075,0.00031026667595855065,0.00033481704698218345,0.0,0.5,0.005373453771255767,0.006596165845521454,0.009207811549099257,0.0015258422226146263,0.0,0.10152479503182311,,
cutie,weeb,0.009073025098901268,2756216348.8714867,0.0005586800812128443,0.0008175339588270483,0.0,0.5,0.007162040394920008,0.005307547300874642,0.016579998119845035,0.0037256998830945934,0.0,0.10150196533290434,,
ha,weeb,0.03248510342688257,900694509.0767955,0.0010685110834058845,0.00034016065403596416,0.0,0.5,0.00234045867267709,0.025071286275823647,0.0317102978066508,0.0015501943317357424,0.0,0.10144530347817783,,
streaming,weeb,0.016940093984290666,2991475756.1651716,0.0009651444315551046,0.0008350396134542854,0.0,0.5,0.007773363007171472,0.01194867901804268,0.02864267654902504,0.0038054773830919837,0.0,0.1014340761450112,,
meow,weeb,0.01351514808991505,1138569839.8341818,0.00022540598919718456,0.00011196084827015318,0.0,0.5,0.002958578773639743,0.009057447589910027,0.006689393452112948,0.000510232651264737,0.0,0.10140895171081935,,
milk,weeb,0.011280818309632078,3000332172.5727735,0.0007270676914858889,0.0007669854569879494,0.0,0.5,0.007796376444448066,0.00717129677737448,0.021577252104041836,0.0034953381404915817,0.0,0.1013510791302145,,
commission,weeb,0.007284789727296917,4761521451.402553,0.0012127242347783436,0.0016343435056664821,0.0,0.5,0.01237283458905036,0.003797975334855738,0.03599012423866093,0.0074480984456404475,0.0,0.10130727540558244,,
rabbit,weeb,0.009093948575829689,2175974784.796962,0.00041279972577827585,0.0004959036438777024,0.0,0.5,0.005654280119709812,0.005325210240946368,0.012250693925615131,0.0022599527861474453,0.0,0.10126955636405927,,
ofc,weeb,0.01108073838982038,1941836411.840312,0.000363450485539839,0.00024864046961338453,0.0,0.5,0.0050458705201502675,0.0070023956121771525,0.01078615216390993,0.0011331147270019954,0.0,0.10126419691121614,,
niggas,weeb,0.006976645379990941,2348155648.074685,0.0002459125991611296,0.0002040834600888481,0.0,0.5,0.00610169285584432,0.0035378495843159967,0.007297969927416123,0.0009300576632748983,0.0,0.10125373343189338,,
trans,weeb,0.02683318742274688,4292206626.972482,0.0020628315860479027,0.0018330219559833632,0.0,0.5,0.011153317938305873,0.020300116837159543,0.061218835194521815,0.008353524172763808,0.0,0.10124217863697389,,
lfg,weeb,0.009695125297285397,1090188242.61566,0.00011770460678492033,0.00012535255405828893,0.0,0.5,0.00283285897889588,0.0058327046903590835,0.0034931300127157847,0.0005712618918859815,0.0,0.10123497997103297,,
det,weeb,0.016319921765837176,1999584637.129475,0.0007700815562883103,0.0006454215409439289,0.0,0.5,0.005195929539437803,0.01142514916847863,0.022853778369311913,0.002941341987911524,0.0,0.10120291594320605,,
cringe,weeb,0.007376525422593584,2496777747.115884,0.00038545757915968247,0.00036433565389990707,0.0,0.5,0.006487888038724899,0.003875415718880163,0.011439258625210898,0.0016603656502411283,0.0,0.1011500555156162,,
additional,weeb,0.039790128809306706,102486483.58411315,0.0012520702506441243,5.100446378602481e-05,0.0,0.5,0.000266311581695414,0.031237958573816775,0.037157799427047514,0.00023243967142054327,0.0,0.10108128607756199,,
3c,weeb,0.011054532012734852,1131040725.91611,0.00022690647285308297,7.973686833449615e-05,0.0,0.5,0.0029390143377632694,0.006980273014219735,0.0067339234381107406,0.0003633801847918204,0.0,0.1010522965220725,,
advertise,weeb,0.010838564100293928,588434898.5431862,0.0001090351456619517,2.143852502947797e-05,0.0,0.5,0.0015290506911304368,0.006797959706163453,0.003235845649172979,9.770054116240577e-05,0.0,0.10102634466452393,,
kitty,weeb,0.011312775426515341,2139232730.3005562,0.000569850348428977,0.0004563762615108098,0.0,0.5,0.00555880572830242,0.007198273968703874,0.016911499126717498,0.002079816949252477,0.0,0.10102030656560744,,
english,weeb,0.015071568127224549,3324135001.1921606,0.0011773795086616253,0.0010709289670309563,0.0,0.5,0.008637779529336864,0.010371328353584102,0.0349411956796018,0.004880482191827747,0.0,0.10100925613890176,,
furry furryart,weeb,0.008232486145464173,1354104905.538943,0.0002369096972257391,0.0002410511644191365,0.0,0.5,0.0035186475968768172,0.004597990795839665,0.007030790011429363,0.0010985284285740414,0.0,0.1009649812447519,,
beer,weeb,0.015336032933190559,1587173686.2574763,0.0006063621173891718,0.0002956281121362182,0.0,0.5,0.0041242778562664145,0.010594581211359049,0.017995062119330465,0.0013472487728896805,0.0,0.10095134873424652,,
wwe,weeb,0.006506525467302521,1758583095.7780123,0.00021890389335495807,0.00016835071234001027,0.0,0.5,0.004569685966394676,0.003140989164188533,0.006496430179455843,0.000767214893658942,0.0,0.10092724627337636,,
languages,weeb,0.008008434336714642,1525112116.7727635,0.0002524146950033561,0.00019005314858399356,0.0,0.5,0.003963010592974968,0.004408853317186238,0.007490933200073227,0.0008661181420244107,0.0,0.10092136633167172,,
hahaha,weeb,0.022778642817879613,832439382.7906467,0.000770748437913154,0.00020285399358954448,0.0,0.5,0.0021630974245943992,0.016877398011846532,0.022873569474199818,0.0009244546872232413,0.0,0.1009079859110817,,
cats,weeb,0.03186152087594368,2967892720.8181343,0.0018807729024655614,0.0011090926906049381,0.0,0.5,0.007712082385329336,0.024544877531010957,0.0558158635601229,0.005054403505949107,0.0,0.1009061626271925,,
gym,weeb,0.012581051526751956,2260023034.8326893,0.0007097287692399516,0.0005206871783123763,0.0,0.5,0.005872679869832724,0.00826891269808506,0.021062683376956225,0.0023728973438003334,0.0,0.10090182887693376,,
spanish,weeb,0.008027432100921076,1817839714.4976556,0.0003529470999485501,0.00029125096384800494,0.0,0.5,0.004723664552694778,0.0044248906312436935,0.010474442261925378,0.0013273010499974332,0.0,0.10089284754153233,,
aew,weeb,0.005049819127433923,1865120792.2895932,0.00020639986288913792,0.00021701065704487593,0.0,0.5,0.004846524642832426,0.0019112835626184429,0.006125346962807566,0.0009889700248566912,0.0,0.10089070527289268,,
cozy,weeb,0.005911752745288486,3340910072.757422,0.0007105623712710063,0.0007539728767361521,0.0,0.5,0.008681369627127,0.0026389007693596034,0.02108742225806611,0.003436036666590194,0.0,0.10088237598167028,,
niggasky,weeb,0.006906035816637918,1193291220.8446653,0.00010753466200605328,4.2923060414207534e-05,0.0,0.5,0.003100772524657641,0.0034782432153429186,0.0031913156631751855,0.00019561076263635232,0.0,0.10087166211157454,,
happy saturday,weeb,0.011848813288108296,1182553435.8460498,0.00037978908534851065,0.00020202430068374312,0.0,0.5,0.0030728703427612383,0.007650780244686697,0.011271034233663678,0.0009206735760794504,0.0,0.10086525607590875,,
baddiesky,weeb,0.007880526173633703,928435459.9602442,0.0001382112167488654,8.137559608147843e-05,0.0,0.5,0.0024125436564636856,0.004300877275397775,0.0041017064880189595,0.00037084826328499446,0.0,0.10081018173962175,,
films,weeb,0.006188222762684933,3299325633.8147974,0.0007584111278535448,0.0007322170673360308,0.0,0.5,0.008573312278280235,0.0028722880484245514,0.02250743403377352,0.0033368901838496433,0.0,0.10072898480550478,,
streams,weeb,0.0070840289333436975,1588775246.0511642,0.000363450485539839,0.00028531253049260267,0.0,0.5,0.004128439516486582,0.003628499397157682,0.01078615216390993,0.0013002381736250184,0.0,0.10061640713988623,,
day happy,weeb,0.008081529729088372,494013453.5068673,0.00012987519643831863,6.125574272588055e-05,0.0,0.5,0.0012836961478364312,0.00447055814470765,0.0038543176769201084,0.0002791572277194743,0.0,0.1006116804905113,,
macys,weeb,0.012792575241811968,1817071984.4436984,0.0006708829145928038,0.00032879419480072756,0.0,0.5,0.004721669602747874,0.008447474354717705,0.019909851517235577,0.0014983946292442653,0.0,0.10059506857934475,,
nigga,weeb,0.007122939245416548,1434428421.6086383,0.00031310092286413653,0.00018647575190568612,0.0,0.5,0.0037273686092852616,0.0036613462568199674,0.009291923744872865,0.0008498150805524742,0.0,0.1005779370560309,,
headphones,weeb,0.009300700702719284,614754939.6602947,0.00020873394857609103,4.029820672980053e-05,0.0,0.5,0.0015974434345933613,0.00549974387316465,0.006194615829915245,0.0001836486698577642,0.0,0.1005709008523663,,
ena5,weeb,0.004717913928276365,1157402795.444998,0.00011086907013027199,4.283113823749866e-05,0.0,0.5,0.0030075162922404246,0.0016310996494825238,0.0032902711876147263,0.0001951918510555913,0.0,0.1005659390498729,,
dms,weeb,0.014828642516736015,1465223812.5987768,0.0007444066137318262,0.000418016199642845,0.0,0.5,0.003807390569222853,0.01016625820608304,0.022091820831127446,0.001905000874062122,0.0,0.10055348498015983,,
ears,weeb,0.0077086569768527536,1704557776.2596014,0.0004893243922290952,0.00042310404660043656,0.0,0.5,0.004429300934248072,0.004155790713862008,0.01452172321150259,0.0019281874225968135,0.0,0.10053910332842786,,
stream,weeb,0.03788395367665232,2221776695.8501077,0.0020503275555820827,0.0008808670609383911,0.0,0.5,0.005773296588522747,0.02962882557696983,0.060847751977873545,0.004014324139719713,0.0,0.1005177889913926,,
fic,weeb,0.0078108729785729145,1703397028.9472775,0.0004896578330415171,0.0003673396027140872,0.0,0.5,0.004426284727213903,0.004242078242408577,0.014531618763946545,0.0016740553711695047,0.0,0.10048692064820179,,
feet,weeb,0.011416717650833385,3252141524.2731237,0.001302086372507405,0.0013702715299322358,0.0,0.5,0.008450704160570548,0.0072860187199864715,0.03864213229364062,0.006244658614794501,0.0,0.10047999506444666,,
magic,weeb,0.009835206884841892,3646754050.935349,0.0012315636406801792,0.0011492303131260342,0.0,0.5,0.009476106559570716,0.0059509571535910286,0.036549222951744335,0.005237320354747774,0.0,0.10044227267846531,,
bees,weeb,0.007529805311956575,817641529.2892019,0.00023540921356984067,9.096729643790951e-05,0.0,0.5,0.002124645136703846,0.0040048097727117095,0.006986260025431569,0.00041455996053107015,0.0,0.10043066448083715,,
alcohol,weeb,0.008656437094125172,981726170.4724802,0.00032677199617343325,0.00012369415717360493,0.0,0.5,0.002551019803852803,0.004955876830993745,0.009697641395074983,0.0005637041763774338,0.0,0.10042474739000648,,
tiktok,weeb,0.009715316073165007,2459258743.713187,0.00086094417767327,0.0007199376328791962,0.0,0.5,0.006390394742141967,0.005849749107287647,0.025550316410289393,0.0032809298325684132,0.0,0.10042074213163471,,
bible,weeb,0.008723666018818601,1231970177.5955155,0.0004166342951211274,0.00023226092997697548,0.0,0.5,0.0032012799651553276,0.005012629371310484,0.012364492778720603,0.0010584692052476845,0.0,0.1004203184221675,,
horse,weeb,0.00747671385149485,1565437417.007749,0.0004918251983222592,0.0004048695715301251,0.0,0.5,0.00406779606431088,0.003959991634327546,0.014595939854832245,0.0018450885116534424,0.0,0.10040923610044146,,
skeet,weeb,0.01431352963122571,427913296.18899906,0.0004498116559571035,5.2765807756573747e-05,0.0,0.5,0.0011119345961661587,0.009731416135710715,0.013349100246894032,0.00024046654168606552,0.0,0.10040730595032195,,
jayce,weeb,0.004461977931946856,884681635.1159488,0.00014504675340351372,0.00011922503725782414,0.0,0.5,0.0022988491487392093,0.0014150465441200464,0.0043045653131200175,0.0005433373165449082,0.0,0.10037740460919009,,
gender,weeb,0.01263816158575208,1935349135.5161862,0.0008619445001105357,0.0005943598214403326,0.0,0.5,0.005029013303877887,0.008317123210757633,0.025580003067621256,0.0027086413883448657,0.0,0.10037253118271332,,
puppy,weeb,0.00954396972281085,1191854877.6555383,0.00048448950044897805,0.0002861485931897465,0.0,0.5,0.003097040180516475,0.005705103916234175,0.014378237701065255,0.0013040483134478067,0.0,0.10036336193179386,,
nap,weeb,0.01615840042665159,620704378.296692,0.0006201999111046794,0.00014509185407451497,0.0,0.5,0.001612903077251102,0.011288797942336828,0.01840572754575456,0.0006612186538880608,0.0,0.1003406322156973,,
images,weeb,0.017485166411796933,1754482859.4382343,0.0010605085039077596,0.0006268766817308547,0.0,0.5,0.004559031484098236,0.012408811989954045,0.031472804547995906,0.0028568285813965377,0.0,0.1003400547858623,,
flowers,weeb,0.007203785471497308,1455509414.8712716,0.000440808754021713,0.0002757953154508111,0.0,0.5,0.003782147663684905,0.003729594093982727,0.013081920330907274,0.0012568659239640227,0.0,0.10032189309473467,,
hat,weeb,0.011956398161832018,2093400188.974821,0.0009194630402533083,0.000697858027258974,0.0,0.5,0.005439709666590444,0.007741600005843369,0.027286985864203334,0.003180307732177548,0.0,0.10031556028081866,,
linux,weeb,0.00796088419845229,725650467.9655555,0.0002652521662815981,5.8456742010911926e-05,0.0,0.5,0.0018856059562558823,0.004368712988434788,0.007871911969165457,0.0002664015048238748,0.0,0.10031183731880583,,
happy friday,weeb,0.018707735777294048,373537219.6863451,0.0006870547939952645,0.00012054060322143581,0.0,0.5,0.000970638120441848,0.013440866533765123,0.02038978581076735,0.0005493326686693184,0.0,0.10030861219024373,,
